autoID,SeniorCity,Partner,Dependents,Service1,Service2,Security,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,Charges,Demand,Class
8929-KSWIH,0,No,No,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.3,2513.5,Alpha
2250-IVBWA,0,Yes,Yes,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,81.05,5135.35,Alpha
1810-MVMAI,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,67.6,2000.2,Alpha
9506-UXUSK,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,931.75,Alpha
1229-RCALF,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,115,7396.15,Alpha
3572-UOLYZ,0,No,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.8,3958.85,Alpha
1429-UYJSV,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,260.9,Alpha
5577-OTWWW,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.75,297.3,Betha
6100-QQHEB,0,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,92.55,1515.1,Betha
6366-XIVKZ,0,Yes,Yes,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,63.15,816.8,Alpha
3470-OBUET,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74,4868.4,Alpha
2770-NSVDG,0,Yes,No,No,No phone service,No,No,Yes,No,Month-to-month,No,Electronic check,29.1,688,Alpha
9375-MHRRS,0,No,No,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,50.05,288.35,Alpha
2634-HCZGT,1,Yes,No,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,60.05,3229.65,Betha
7503-QQRVF,1,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.3,1178.25,Betha
4860-YZGZM,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20,185.4,Alpha
6599-GZWCM,0,No,No,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,74.65,966.25,Alpha
2691-NZETQ,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.35,758.6,Betha
4404-HIBDJ,0,No,No,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,74.3,1863.8,Betha
5533-NHFRF,1,No,No,No,No phone service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.4,265.8,Alpha
7037-MTYVW,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.4,3297,Alpha
4760-THGOT,0,Yes,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,94.1,4107.3,Alpha
7295-JOMMD,0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,396.3,Betha
4016-BJKTZ,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,108.9,2809.05,Alpha
6584-VQMYT,0,No,Yes,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,56.2,1567.55,Alpha
9838-BFCQT,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.1,1851.45,Alpha
2790-XUYMV,0,No,Yes,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),85.45,6028.95,Alpha
0581-MDMPW,0,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.95,2072.75,Alpha
5013-SBUIH,0,No,No,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,109.65,5551.15,Betha
1023-BQXZE,0,No,No,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),74.35,4317.35,Alpha
9163-GHAYE,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,48.85,736.8,Alpha
3904-UKFRE,0,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.1,336.15,Alpha
5353-WILCI,0,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.05,1522.65,Alpha
0709-TVGUR,1,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,622.9,Betha
0058-EVZWM,0,Yes,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.8,4959.6,Alpha
6023-YEBUP,0,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.95,329.95,Betha
7209-JCUDS,0,No,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.9,1048.85,Betha
7009-PCARS,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.1,1001.5,Alpha
0519-DRGTI,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,442.6,Alpha
1017-FBQMM,0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),106.05,6703.5,Alpha
3001-CBHLQ,1,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.9,3351.55,Betha
1985-MBRYP,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.65,779.25,Alpha
6158-DWPZT,0,Yes,No,No,No phone service,No,No,No,No,One year,No,Bank transfer (automatic),24.1,259.8,Betha
9372-TXXPS,0,Yes,No,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),59.85,3483.45,Alpha
3259-QMXUN,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,86.1,4890.5,Alpha
1015-JPFYW,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,136.75,Alpha
6645-MXQJT,0,Yes,Yes,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,97.1,184.15,Alpha
4360-QRAVE,1,No,No,No,No phone service,No,Yes,Yes,No,Month-to-month,No,Electronic check,36.65,1315,Alpha
8433-WPJTV,1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9,6767.1,Alpha
5804-JMYIO,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,757.95,Alpha
3763-GCZHZ,0,Yes,No,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,104.05,6890,Betha
6484-LATFU,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1657.4,Alpha
7599-NTMDP,0,Yes,Yes,No,No phone service,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),48.7,3008.55,Alpha
0772-GYEQQ,0,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.35,262.05,Betha
0536-ACXIP,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,109.55,8165.1,Alpha
0936-NQLJU,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,875.55,Alpha
4831-EOBFE,0,Yes,Yes,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),94.65,2649.15,Betha
1575-KRZZE,0,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,55.2,220.65,Alpha
3251-YMVWZ,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.05,1301.9,Alpha
4102-OQUPX,1,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,Betha
9170-GYZJC,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),79.9,3326.2,Betha
4884-LEVMQ,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.45,790,Alpha
8857-CUPFQ,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,1237.65,Alpha
7610-TVOPG,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.35,378.6,Alpha
3638-DIMPH,0,Yes,No,Yes,No,No,No,No,No,One year,No,Electronic check,43.8,592.65,Alpha
1845-ZLLIG,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.15,50.15,Alpha
8559-WNQZS,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,20.45,Alpha
3999-QGRJH,1,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,560.85,Betha
1699-UOTXU,0,No,No,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,61.4,3638.25,Alpha
2454-RPBRZ,1,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.1,1060.2,Betha
0635-WKOLD,0,Yes,No,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),70.75,2921.75,Alpha
5993-JSUWV,0,No,No,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),61.15,4017.45,Alpha
4518-FZBSX,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,854.9,Alpha
5387-ASZNZ,1,No,No,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),63.85,4174.35,Alpha
6988-CJEYV,0,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,98.7,4920.55,Alpha
2002-MZHWP,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,Betha
3097-FQTVJ,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20,810.3,Alpha
5465-BUBFA,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,772.4,Alpha
7299-GNVPL,0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,84.4,1936.85,Alpha
9743-DQKQW,0,No,No,No,No phone service,No,No,No,No,Month-to-month,No,Electronic check,25.1,79.8,Alpha
1215-VFYVK,0,No,No,No,No phone service,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,48.25,202.25,Alpha
9371-BITHB,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1070.5,Alpha
2265-CYWIV,1,Yes,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,99.6,347.65,Betha
9093-FPDLG,0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,999.9,Alpha
0541-FITGH,0,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.15,113.1,Alpha
6985-HAYWX,0,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),79.3,2015.8,Alpha
7508-KBIMB,0,Yes,Yes,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),56.25,1454.25,Alpha
6838-HVLXG,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,246.7,Alpha
2277-DJJDL,1,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,99,6017.9,Alpha
1897-OKVMW,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.6,5817.45,Alpha
5485-ITNPC,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.9,5595.3,Alpha
0233-FTHAV,0,No,No,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),79.2,4765,Alpha
4644-PIZRT,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.35,1201.65,Alpha
8922-NPKBJ,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,867.3,Alpha
2740-TVLFN,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,50.15,Alpha
7771-CFQRQ,0,Yes,Yes,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.8,3007.25,Alpha
9512-PHSMG,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,252.75,Alpha
6963-EZQEE,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.55,6306.5,Alpha
2452-KDRRH,1,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),101.4,6841.05,Alpha
2004-OCQXK,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.95,81.95,Betha
5027-QPKTE,0,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,451.1,Betha
4146-SVFUD,0,No,No,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,44.6,44.6,Alpha
1564-HJUVY,0,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.75,226.2,Alpha
3617-XLSGQ,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),109.25,7082.5,Alpha
7517-LDMPS,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.6,1017.35,Alpha
7244-KXYZN,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.45,527.35,Alpha
5226-NOZFC,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.75,2146.5,Alpha
2672-HUYVI,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.1,455.3,Betha
1400-WIVLL,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,107.95,5969.85,Alpha
7508-MYBOG,0,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,86.1,1235.55,Betha
8148-NLEGT,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.95,1014.25,Alpha
0148-DCDOS,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),94.7,2362.1,Betha
8347-GDTMP,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,1225.65,Alpha
9992-RRAMN,0,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.1,1873.7,Betha
6746-WAUWT,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.7,386.5,Alpha
0310-MVLET,0,Yes,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,99.15,6010.05,Betha
0428-IKYCP,0,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87,1850.65,Alpha
4550-VBOFE,1,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,102.95,7101.5,Betha
2187-PKZAY,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.95,1043.4,Alpha
4003-OCTMP,0,Yes,No,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,64,1910.75,Alpha
6652-YFFJO,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.9,716.1,Alpha
7225-IILWY,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1686.15,Alpha
5248-RPYWW,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.15,6716.45,Alpha
7923-IYJWY,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.1,7839.85,Alpha
3170-GWYKC,0,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,6236.75,Alpha
5696-QURRL,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.05,45.05,Betha
7409-KIUTL,1,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,71,71,Betha
9830-ECLEN,0,Yes,Yes,No,No phone service,Yes,Yes,Yes,No,One year,No,Mailed check,50,2919.85,Alpha
1732-VHUBQ,1,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55,3309.25,Betha
0495-RVCBF,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.7,79.7,Betha
2668-TZSPS,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45,Alpha
7854-EDSSA,0,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,59,1254.7,Betha
8869-TORSS,0,No,No,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),60.35,2896.4,Betha
7446-SFAOA,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,717.5,Alpha
9522-ZSINC,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.95,253.8,Alpha
8234-GSZYK,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.45,1110.05,Alpha
6505-OZNPG,0,No,No,No,No phone service,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,63.4,348.8,Alpha
6164-HAQTX,0,No,No,No,No phone service,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),53.95,3888.65,Alpha
0679-IDSTG,1,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Betha
7765-LWVVH,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,95.1,6843.15,Alpha
1658-TJVOA,1,No,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.1,450.9,Alpha
0953-LGOVU,0,Yes,Yes,No,No phone service,No,Yes,No,Yes,Month-to-month,No,Mailed check,35.5,432.25,Alpha
2115-BFTIW,0,No,No,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,70.95,1767.35,Betha
4692-NNQRU,0,Yes,No,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,79.2,1742.45,Alpha
7742-MYPGI,0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,48.8,297.35,Alpha
0611-DFXKO,0,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,89,1820.45,Betha
7780-OTDSO,0,Yes,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,99.4,1742.95,Betha
9619-GSATL,0,No,No,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,55.45,2444.25,Alpha
5622-UEJFI,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.4,949.8,Alpha
9747-DDZOS,0,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),73.5,73.5,Betha
0674-DGMAQ,1,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.5,2970.8,Alpha
6203-HBZPA,0,No,No,No,No phone service,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.9,3334.95,Alpha
0484-FFVBJ,0,No,No,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),64.85,2010.95,Alpha
0301-FIDRB,0,Yes,Yes,No,No phone service,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.8,4684.3,Alpha
4139-JPIAM,0,No,No,No,No phone service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),44.45,2181.55,Alpha
2181-TIDSV,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.95,1303.25,Alpha
2761-XECQW,1,Yes,No,No,No phone service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.35,371.4,Alpha
1936-CZAKF,0,Yes,No,No,No phone service,No,Yes,No,No,Two year,No,Credit card (automatic),49.65,2409.9,Alpha
9453-PATOS,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,85.1,6155.4,Alpha
0564-JJHGS,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,95.5,829.1,Betha
3348-CFRNX,0,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,92.35,2602.9,Betha
4402-FTBXC,0,No,No,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.8,4667,Alpha
1428-GTBJJ,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.55,824.75,Betha
2931-XIQBR,0,Yes,Yes,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,103.05,5153.5,Alpha
0106-UGRDO,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116,8182.85,Alpha
5542-TBBWB,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,Alpha
1930-QPBVZ,0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),95.1,6683.4,Alpha
2606-PKWJB,0,No,Yes,No,No phone service,Yes,Yes,No,Yes,One year,No,Mailed check,40.25,1564.05,Alpha
5322-ZSMZY,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,755.6,Alpha
8059-UDZFY,1,No,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,Alpha
7740-BTPUX,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,113.6,6292.7,Alpha
5220-AGAAX,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24,1664.3,Alpha
0208-BPQEJ,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,198.1,Alpha
9435-JMLSX,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.1,6045.9,Alpha
3352-ALMCK,0,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,102.65,4108.15,Alpha
5312-IRCFR,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,92.85,5980.75,Alpha
5294-IMHHT,0,Yes,No,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),97.75,5043.2,Alpha
8802-UNOJF,1,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,83.8,1029.75,Betha
6313-GIDIT,1,No,No,No,No phone service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.45,2854.55,Betha
6176-YJWAS,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),97.95,7114.25,Alpha
5310-NOOVA,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.95,907.05,Alpha
4526-EXKKN,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.6,973.95,Alpha
5311-IHLEI,0,No,No,No,No phone service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.95,605.75,Alpha
3987-KQDDU,0,No,No,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.6,661.55,Alpha
3404-JNXAX,0,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.75,4116.9,Alpha
5131-PONJI,0,Yes,Yes,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,4494.65,Alpha
2845-AFFTX,1,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,99.8,4259.3,Betha
3489-VSFRD,0,No,No,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),60.25,3282.75,Alpha
3345-JHUEO,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.2,55.7,Alpha
5815-HGGHV,0,Yes,No,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,64.15,1274.45,Alpha
5260-UMPWX,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.25,493.95,Alpha
2249-YPRNG,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.85,2239.65,Betha
7410-YTJIK,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,75.45,480.75,Betha
4626-GYCZP,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,93.85,635.6,Betha
5649-RXQTV,0,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,99,5038.15,Alpha
2674-MIAHT,0,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.3,324.2,Alpha
2576-HXMPA,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.55,19.55,Alpha
7587-AOVVU,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,100.75,2793.55,Alpha
5590-BYNII,0,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,100.75,2095,Betha
6898-MDLZW,0,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,53.75,648.65,Alpha
3237-AJGEH,0,Yes,Yes,No,No phone service,No,No,No,Yes,Month-to-month,Yes,Mailed check,31,95.05,Betha
4707-YNOQA,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.6,917.15,Alpha
9357-UJRUN,0,Yes,No,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,58.35,1346.9,Alpha
1591-NFNLQ,0,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),80,4242.35,Betha
8648-PFRMP,1,No,No,No,No phone service,No,No,No,No,Month-to-month,Yes,Electronic check,46.35,672.7,Alpha
7663-CUXZB,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,113.75,6561.25,Alpha
0258-NOKBL,0,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.4,268.45,Alpha
1163-VIPRI,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,109.3,7337.55,Alpha
2815-CPTUL,1,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.25,331.9,Betha
9348-ROUAI,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.3,5194.05,Alpha
